household_id,income,household_size,building_type,home_age,sqft,region,utility,urban,dac_flag,baseline_gas_therms_year,baseline_elec_kwh_year,elec_rate_cents_kwh,gas_rate_dollars_therm,received_prior_rebate,adopted_heat_pump,adoption_probability,prob_decile
3544,49752.0,6,apartment,41.0,2109.0,South,UtilityA,0,1,330.0,3123.6,21.79,1.1,0,1,0.9283803,5
3545,82696.0,6,single_family,1.0,1479.0,West,UtilityC,0,0,1254.77,1167.84,24.02,1.76,1,0,0.4759146,9
3546,90282.0,2,multi_family,42.0,943.0,South,UtilityC,1,0,251.17,2282.19,20.04,1.06,1,1,0.9334831,5
3547,28718.0,2,single_family,32.0,2371.0,South,UtilityC,1,1,560.21,1156.47,20.06,1.69,1,1,0.89593107,7
3548,90077.0,2,multi_family,23.0,2199.0,West,UtilityC,1,0,645.19,3414.58,18.2,1.4,0,1,0.9465363,4
3549,82096.0,2,single_family,57.0,1220.0,South,UtilityA,0,1,470.33,2365.8,29.12,1.54,0,1,0.9690057,2
3550,46101.0,3,single_family,27.0,1474.0,Northeast,UtilityC,1,0,470.0,1163.1,21.09,2.02,0,1,0.7646499,9
3551,75010.0,6,multi_family,19.0,1452.0,South,UtilityA,1,0,640.5,1080.58,20.74,1.75,0,1,0.70927477,9
3552,75645.0,6,single_family,52.0,814.0,South,UtilityA,1,0,907.8,1128.99,24.77,1.95,0,1,0.8574278,8
3553,142903.0,6,single_family,22.0,2257.0,South,UtilityA,0,1,559.71,1370.93,22.05,1.8,1,1,0.9905972,1
3554,91604.0,3,single_family,18.0,2280.0,West,UtilityA,1,1,1152.43,2591.25,12.71,1.31,1,1,0.9906598,1
3555,116081.0,4,multi_family,7.0,1600.0,South,UtilityA,0,1,251.93,699.56,30.09,1.08,0,1,0.9461336,4
3556,81466.0,5,apartment,14.0,1783.0,West,UtilityA,1,0,1136.25,1243.15,20.08,1.48,0,1,0.9806505,2
3557,28783.0,2,single_family,15.0,1869.0,Midwest,UtilityC,1,0,447.47,2387.62,18.64,1.48,0,1,0.9582115,3
3558,105170.0,3,multi_family,42.0,1947.0,Northeast,UtilityA,1,1,1130.79,2417.01,21.35,1.39,0,1,0.9675127,3
3559,65254.0,4,apartment,10.0,991.0,Midwest,UtilityC,1,0,714.18,2707.54,19.94,1.32,1,1,0.8974706,7
3560,74932.0,3,multi_family,0.0,2093.0,South,UtilityC,1,1,337.29,871.15,20.01,1.63,1,1,0.79543686,8
3561,53411.0,3,single_family,36.0,1095.0,West,UtilityC,1,0,610.71,1489.14,22.47,2.13,0,1,0.8249693,8
3562,87183.0,3,single_family,17.0,2209.0,South,UtilityB,1,0,205.58,1206.87,14.56,0.76,1,0,0.22417949,10
3563,116955.0,1,single_family,30.0,1161.0,South,UtilityC,1,1,386.96,3248.21,24.94,1.1,0,1,0.94239897,4
3564,112982.0,5,single_family,56.0,1020.0,South,UtilityA,0,0,471.99,1766.57,25.82,1.7,0,1,0.8447411,8
3565,132586.0,6,single_family,31.0,1783.0,West,UtilityA,1,0,529.09,1088.09,15.24,0.86,0,0,0.24944279,10
3566,136839.0,5,multi_family,60.0,1770.0,Northeast,UtilityA,1,0,920.93,3163.21,23.82,1.02,0,0,0.20458399,10
3567,23624.0,6,multi_family,29.0,1862.0,Midwest,UtilityA,1,1,418.81,1567.83,18.58,2.45,0,1,0.98778266,1
3568,49191.0,3,multi_family,50.0,1264.0,South,UtilityA,1,0,358.81,1748.47,20.25,1.82,0,0,0.5178016,9
3569,30754.0,1,single_family,19.0,1922.0,South,UtilityA,1,0,348.8,3484.38,23.41,2.67,0,1,0.9970341,1
3570,103958.0,2,single_family,32.0,1978.0,Midwest,UtilityC,0,1,593.82,1801.55,25.47,0.92,0,1,0.9658066,3
3571,64208.0,6,multi_family,11.0,2499.0,Northeast,UtilityA,1,0,763.63,2815.44,23.32,2.43,0,1,0.89322513,7
3572,70325.0,1,single_family,14.0,1911.0,South,UtilityC,0,1,395.05,1381.93,16.44,1.08,0,1,0.98030233,2
3573,78502.0,4,apartment,26.0,1440.0,Northeast,UtilityA,0,1,595.83,2330.07,22.26,1.96,0,1,0.8934645,7
3574,96477.0,1,single_family,3.0,992.0,Northeast,UtilityB,1,0,108.59,1858.22,23.96,0.73,0,1,0.93655974,5
3575,40440.0,2,single_family,33.0,882.0,Midwest,UtilityA,0,1,430.62,2512.08,18.91,1.72,0,1,0.6753527,9
3576,47234.0,1,multi_family,24.0,1994.0,Northeast,UtilityC,0,0,221.55,1763.78,18.62,1.74,0,1,0.8936215,7
3577,85039.0,1,multi_family,35.0,2276.0,South,UtilityB,1,0,1081.56,1741.79,21.71,1.42,0,1,0.81728816,8
3578,120962.0,1,single_family,4.0,1266.0,West,UtilityA,0,0,1099.5,2753.12,24.29,1.04,0,1,0.96879196,2
3579,84238.0,4,multi_family,44.0,1953.0,Northeast,UtilityC,1,0,588.14,1236.34,19.73,1.49,0,1,0.9624944,3
3580,61250.0,5,single_family,64.0,1695.0,South,UtilityA,0,0,242.24,1302.4,22.96,1.7,0,1,0.4370569,9
3581,20554.0,2,single_family,60.0,2231.0,South,UtilityC,1,0,273.65,3728.88,16.96,1.14,0,1,0.8775465,7
3582,113580.0,5,single_family,68.0,2320.0,Northeast,UtilityA,1,0,571.29,1204.21,23.08,1.52,0,1,0.9044203,6
3583,62922.0,3,multi_family,31.0,440.0,South,UtilityA,1,0,562.56,1408.05,14.71,1.57,0,1,0.9250641,5
3584,50577.0,5,multi_family,23.0,2419.0,Northeast,UtilityA,1,0,208.05,1208.56,23.24,1.78,0,1,0.8328486,8
3585,33540.0,4,single_family,40.0,1951.0,West,UtilityB,1,1,412.24,1323.21,25.53,0.96,0,1,0.89447993,7
3586,41827.0,5,multi_family,25.0,1481.0,South,UtilityB,1,0,508.72,844.74,21.33,1.36,0,1,0.7801858,9
3587,56164.0,6,multi_family,0.0,1498.0,Midwest,UtilityB,0,0,932.81,2132.06,24.23,1.67,0,0,0.35459924,10
3588,77835.0,6,single_family,46.0,1819.0,West,UtilityA,1,0,661.16,2293.88,22.98,1.44,0,1,0.8690895,7
3589,48738.0,4,single_family,25.0,1498.0,South,UtilityA,1,0,428.91,584.85,16.49,1.16,0,0,0.3517507,10
3590,90571.0,6,single_family,1.0,1238.0,Midwest,UtilityA,0,0,969.64,1445.86,17.28,1.97,0,1,0.99195695,1
3591,77607.0,5,single_family,20.0,1375.0,Midwest,UtilityA,1,0,1056.65,1429.52,20.55,1.99,0,1,0.9375305,5
3592,151660.0,2,apartment,26.0,1176.0,South,UtilityA,0,0,751.88,998.25,21.41,1.9,0,1,0.9748448,2
3593,33867.0,6,multi_family,30.0,2608.0,South,UtilityA,1,1,240.72,984.47,18.87,1.45,0,1,0.9438617,4
3594,89844.0,1,single_family,30.0,1834.0,South,UtilityB,0,0,482.49,1417.01,17.12,1.52,0,1,0.93129873,5
3595,90220.0,3,single_family,57.0,3152.0,West,UtilityB,0,0,414.38,2733.97,10.57,2.1,0,1,0.9649658,3
3596,54083.0,1,single_family,4.0,2023.0,West,UtilityA,1,1,386.44,1888.95,28.69,1.92,0,1,0.9300044,5
3597,87858.0,5,single_family,27.0,2153.0,Northeast,UtilityC,1,0,987.62,1917.96,28.82,2.11,0,1,0.9803153,2
3598,108088.0,6,single_family,12.0,1163.0,West,UtilityC,1,0,1035.12,1277.83,18.62,1.63,1,1,0.9653598,3
3599,87895.0,5,single_family,55.0,1669.0,Northeast,UtilityB,1,0,423.82,1004.55,16.24,1.84,0,1,0.8415815,8
3600,126534.0,1,single_family,19.0,1844.0,West,UtilityC,1,0,468.3,3482.04,27.82,1.87,0,1,0.9958974,1
3601,19669.0,2,single_family,23.0,1418.0,Midwest,UtilityB,0,0,268.94,2680.38,13.52,2.18,0,0,0.13756213,10
3602,59733.0,3,single_family,51.0,1521.0,Midwest,UtilityC,0,0,935.16,2609.84,26.11,0.7,0,1,0.617468,9
3603,129252.0,1,single_family,56.0,2052.0,South,UtilityA,1,0,831.49,1927.25,24.55,1.65,1,1,0.9541958,3
3604,112361.0,4,single_family,59.0,2064.0,Northeast,UtilityA,0,1,370.94,2493.09,20.6,1.98,0,1,0.8228857,8
3605,101215.0,1,single_family,0.0,998.0,West,UtilityC,1,0,392.87,2213.87,27.57,2.07,0,1,0.9908319,1
3606,121996.0,4,single_family,40.0,1970.0,Northeast,UtilityC,0,0,641.88,1088.86,19.36,1.42,0,1,0.78094715,9
3607,27503.0,4,single_family,35.0,2132.0,South,UtilityA,0,0,636.41,3528.2,25.36,1.76,0,1,0.93744874,5
3608,108868.0,4,apartment,29.0,1446.0,West,UtilityC,0,1,534.47,2510.95,21.0,1.89,1,1,0.9427001,4
3609,116931.0,6,single_family,31.0,1385.0,South,UtilityB,0,0,801.47,1571.69,17.13,2.1,0,1,0.90698457,6
3610,65239.0,5,single_family,56.0,2065.0,South,UtilityA,0,0,685.26,955.26,30.17,1.74,0,1,0.6042815,9
3611,163877.0,2,single_family,51.0,300.0,West,UtilityC,1,0,599.4,984.08,19.17,1.7,0,1,0.9858197,1
3612,90890.0,4,single_family,48.0,1801.0,Northeast,UtilityB,0,1,414.83,1929.54,20.28,1.49,0,1,0.7565834,9
3613,19217.0,5,single_family,34.0,2781.0,Midwest,UtilityC,1,0,694.4,1622.84,25.25,2.05,1,0,0.1548525,10
3614,96438.0,6,multi_family,75.0,300.0,Northeast,UtilityC,1,0,598.14,1317.73,26.96,2.1,0,1,0.9060114,6
3615,63404.0,4,apartment,22.0,2294.0,Northeast,UtilityA,1,0,430.87,1901.39,16.73,2.02,1,1,0.8730179,7
3616,119950.0,1,single_family,0.0,2127.0,Midwest,UtilityC,1,0,448.03,1701.0,27.76,1.9,0,1,0.96410024,3
3617,101438.0,3,single_family,25.0,937.0,South,UtilityA,0,0,370.54,1534.42,21.97,1.7,0,1,0.91446674,6
3618,67062.0,6,multi_family,31.0,2112.0,Midwest,UtilityC,0,0,573.47,1013.45,21.65,1.37,0,1,0.8553929,8
3619,130074.0,1,single_family,56.0,2401.0,South,UtilityB,0,0,755.04,1699.09,21.33,1.3,0,1,0.94654155,4
3620,113184.0,4,single_family,20.0,1094.0,South,UtilityB,1,1,303.41,2904.29,21.93,2.01,0,1,0.97945386,2
3621,60162.0,4,multi_family,40.0,1376.0,South,UtilityC,1,1,438.56,966.33,15.76,2.05,0,1,0.73903984,9
3622,80439.0,2,single_family,0.0,1816.0,South,UtilityB,0,0,775.29,2817.72,23.63,1.7,0,0,0.09965183,10
3623,100508.0,3,single_family,52.0,2387.0,Northeast,UtilityA,1,0,473.0,2869.58,22.82,1.7,0,0,0.3956877,10
3624,74072.0,6,single_family,31.0,1475.0,West,UtilityB,1,0,541.21,1848.14,20.53,1.69,0,1,0.66144973,9
3625,74968.0,4,single_family,24.0,1775.0,South,UtilityB,1,0,339.88,1849.67,22.82,2.08,0,1,0.90299726,6
3626,86102.0,6,apartment,73.0,1401.0,West,UtilityA,1,0,324.56,1766.77,21.18,1.9,0,1,0.84285194,8
3627,53026.0,3,single_family,51.0,1815.0,South,UtilityA,1,0,430.19,2011.14,21.7,1.43,0,1,0.6878953,9
3628,18017.0,6,single_family,9.0,2428.0,South,UtilityA,1,1,488.32,1442.79,23.67,1.8,0,0,0.23496471,10
3629,92174.0,4,single_family,28.0,1864.0,Midwest,UtilityC,1,0,632.42,2184.07,21.1,0.97,0,1,0.93046594,5
3630,25333.0,6,single_family,85.0,1586.0,Midwest,UtilityB,0,1,984.88,1015.62,18.89,1.35,0,0,0.24553859,10
3631,55209.0,2,single_family,70.0,1780.0,South,UtilityC,0,0,322.61,649.66,25.04,0.9,1,1,0.98242515,1
3632,31853.0,3,single_family,48.0,1320.0,South,UtilityA,1,0,251.35,3998.66,17.7,1.26,0,0,0.24201205,10
3633,35547.0,1,single_family,0.0,1203.0,South,UtilityC,1,0,238.04,2356.31,26.21,1.29,0,1,0.94495016,4
3634,97791.0,2,single_family,57.0,2522.0,West,UtilityB,1,0,568.4,1904.62,20.63,0.77,1,1,0.9849257,1
3635,78331.0,1,multi_family,17.0,2783.0,Northeast,UtilityA,1,0,635.41,2322.12,25.5,2.07,0,0,0.7328821,9
3636,77248.0,2,single_family,56.0,725.0,West,UtilityA,0,0,384.79,1772.09,27.75,1.4,0,1,0.97908163,2
3637,45523.0,2,apartment,16.0,2149.0,West,UtilityC,1,0,551.48,2251.5,21.76,1.47,0,0,0.42785984,9
3638,65325.0,6,single_family,40.0,2315.0,Midwest,UtilityC,0,0,808.6,1770.59,25.49,1.26,1,1,0.866801,7
3639,96294.0,3,single_family,17.0,1073.0,Northeast,UtilityA,1,0,470.36,1460.33,24.52,1.83,0,1,0.84947973,8
3640,83437.0,5,apartment,23.0,1517.0,South,UtilityC,1,0,451.51,2085.26,22.73,2.15,1,0,0.4694017,9
3641,109680.0,5,multi_family,42.0,1454.0,Northeast,UtilityC,0,0,297.19,1918.75,24.41,1.81,0,1,0.82721454,8
3642,113953.0,6,single_family,4.0,2941.0,Midwest,UtilityA,0,1,619.71,2164.72,20.88,1.74,0,0,0.9107734,6
3643,77433.0,4,single_family,77.0,2791.0,South,UtilityB,1,0,368.54,1362.91,28.57,0.81,0,0,0.80114263,8
3644,29433.0,6,multi_family,9.0,1247.0,South,UtilityB,0,0,688.0,749.22,22.34,1.56,0,1,0.54840744,9
3645,62301.0,3,single_family,8.0,924.0,Northeast,UtilityA,0,0,464.69,1866.45,19.08,1.86,0,0,0.7774246,9
3646,82069.0,4,single_family,43.0,2264.0,West,UtilityC,1,0,487.43,2303.81,20.26,2.08,0,1,0.9669453,3
3647,61705.0,5,single_family,56.0,2126.0,Northeast,UtilityA,0,0,210.97,3519.5,25.55,1.84,1,0,0.31559473,10
3648,53361.0,1,multi_family,24.0,2546.0,Northeast,UtilityA,0,0,819.1,2062.6,18.32,2.44,0,1,0.96592903,3
3649,87093.0,1,single_family,9.0,1165.0,Northeast,UtilityA,0,0,739.24,1156.83,29.57,1.31,0,1,0.98251384,1
3650,157909.0,1,single_family,12.0,2234.0,West,UtilityB,1,0,363.55,2753.85,27.22,1.31,0,1,0.99861705,1
3651,70354.0,5,apartment,9.0,1361.0,West,UtilityA,0,0,692.91,1809.66,17.08,1.75,0,1,0.9244824,5
3652,84916.0,3,single_family,36.0,2174.0,Northeast,UtilityA,0,1,318.61,2768.07,25.09,2.11,0,1,0.9427505,4
3653,45639.0,2,multi_family,29.0,1778.0,South,UtilityA,0,1,698.16,1341.87,18.13,2.18,0,0,0.38920376,10
3654,122302.0,5,single_family,39.0,2940.0,Northeast,UtilityA,0,0,640.08,1638.48,18.67,0.79,0,1,0.9496556,4
3655,111242.0,1,multi_family,37.0,2068.0,Northeast,UtilityC,0,0,953.72,2371.48,20.12,1.64,0,1,0.8902762,7
3656,109172.0,2,single_family,46.0,1612.0,Northeast,UtilityA,0,0,632.39,2493.86,19.03,1.98,0,0,0.2819052,10
3657,125794.0,3,single_family,22.0,1883.0,West,UtilityA,0,0,349.03,1992.04,24.9,1.97,0,1,0.973842,2
3658,72180.0,6,single_family,15.0,1740.0,South,UtilityA,1,0,553.01,2142.88,23.01,1.83,0,0,0.24463081,10
3659,75927.0,5,apartment,33.0,1107.0,South,UtilityB,1,0,459.73,2466.26,23.69,1.57,0,1,0.6305179,9
3660,136296.0,5,single_family,29.0,2955.0,Northeast,UtilityA,0,0,929.38,1718.98,22.01,0.7,1,1,0.9331447,5
3661,103982.0,5,single_family,35.0,2759.0,West,UtilityB,0,0,259.48,1817.76,19.89,2.42,0,0,0.20078832,10
3662,18423.0,2,single_family,16.0,1694.0,West,UtilityB,1,0,543.32,3482.33,19.92,1.84,0,1,0.9752099,2
3663,98645.0,3,multi_family,43.0,2220.0,Midwest,UtilityA,1,1,341.81,1359.24,26.42,1.25,0,1,0.9729445,2
3664,67549.0,6,multi_family,6.0,3031.0,South,UtilityA,1,1,1034.48,893.73,20.6,1.47,1,0,0.19639881,10
3665,111945.0,5,single_family,21.0,2542.0,South,UtilityA,0,0,568.98,1823.27,27.58,1.7,0,1,0.9556507,3
3666,97246.0,4,single_family,53.0,1616.0,West,UtilityC,1,0,658.63,1803.5,19.46,1.79,0,0,0.74619013,9
3667,32784.0,1,multi_family,7.0,1747.0,South,UtilityA,0,0,462.31,1016.18,22.18,1.04,0,0,0.27771363,10
3668,93065.0,5,single_family,51.0,769.0,Midwest,UtilityB,0,0,703.6,1755.36,23.24,1.2,0,1,0.91765136,6
3669,91319.0,3,single_family,2.0,2265.0,Midwest,UtilityC,0,0,349.46,896.62,26.73,1.8,1,1,0.9751338,2
3670,95904.0,3,single_family,0.0,2546.0,South,UtilityA,1,1,359.88,1313.67,25.88,1.37,0,1,0.95284814,4
3671,102266.0,5,single_family,0.0,2550.0,South,UtilityA,0,0,924.09,2053.67,23.23,0.89,0,1,0.89528346,7
3672,129879.0,3,apartment,32.0,2221.0,Northeast,UtilityB,1,0,1349.63,919.51,22.3,1.28,0,1,0.97608453,2
3673,97417.0,4,single_family,45.0,2011.0,West,UtilityC,0,1,222.31,1551.83,18.37,1.6,1,1,0.7991983,8
3674,85687.0,1,single_family,56.0,1201.0,West,UtilityA,0,0,403.8,645.53,21.23,0.94,0,1,0.9803057,2
3675,119439.0,2,multi_family,54.0,1992.0,South,UtilityB,1,0,804.5,1369.89,31.05,2.25,0,1,0.95306224,4
3676,152282.0,4,single_family,47.0,1421.0,South,UtilityB,1,1,639.33,2750.13,18.17,2.08,0,1,0.98888284,1
3677,112452.0,6,apartment,13.0,2115.0,South,UtilityA,0,1,371.0,4143.11,19.75,1.97,0,1,0.9858773,1
3678,91186.0,5,single_family,13.0,1342.0,South,UtilityB,1,0,450.72,1623.37,16.47,1.64,1,1,0.95942163,3
3679,97976.0,3,apartment,46.0,2111.0,Northeast,UtilityB,0,1,384.34,2016.4,19.01,1.11,0,0,0.54199344,9
3680,92681.0,6,apartment,58.0,2594.0,South,UtilityC,0,0,679.2,1037.16,17.27,1.26,0,0,0.2400956,10
3681,85556.0,2,apartment,9.0,2026.0,South,UtilityB,1,0,370.35,1968.14,17.1,2.13,0,1,0.94429713,4
3682,149955.0,6,single_family,56.0,1997.0,West,UtilityB,0,0,453.89,2949.21,23.29,1.28,0,1,0.92801124,5
3683,62528.0,3,multi_family,0.0,2348.0,Northeast,UtilityB,1,1,732.61,1757.22,24.92,1.59,0,1,0.78622997,8
3684,119647.0,1,multi_family,38.0,2862.0,Midwest,UtilityA,1,1,596.2,2606.92,23.41,1.48,0,1,0.95593417,3
3685,81224.0,1,single_family,28.0,1736.0,South,UtilityB,0,0,850.83,1313.76,17.91,1.54,0,1,0.9158826,6
3686,40587.0,6,single_family,26.0,2113.0,West,UtilityA,0,0,364.83,763.26,15.26,1.55,0,1,0.9132241,6
3687,79350.0,4,multi_family,31.0,2707.0,South,UtilityB,0,1,446.05,1488.21,13.82,1.5,1,0,0.37422967,10
3688,68597.0,1,apartment,13.0,2202.0,Midwest,UtilityB,1,0,345.8,1295.63,17.12,1.42,1,1,0.97151506,2
3689,102327.0,6,multi_family,39.0,599.0,South,UtilityC,1,0,416.61,2534.84,17.9,1.47,0,0,0.34031016,10
3690,87739.0,1,single_family,31.0,1371.0,Midwest,UtilityB,0,1,275.95,2552.29,20.16,1.52,0,1,0.68875617,9
3691,54339.0,3,multi_family,49.0,2251.0,South,UtilityA,0,0,156.83,1005.41,23.05,1.22,0,1,0.6670108,9
3692,129130.0,5,single_family,62.0,1560.0,South,UtilityB,1,0,256.12,2096.03,20.45,1.04,0,1,0.90863407,6
3693,117704.0,1,single_family,33.0,2664.0,South,UtilityA,0,0,746.75,2342.85,28.34,1.45,0,1,0.91124797,6
3694,132582.0,6,multi_family,14.0,2915.0,South,UtilityA,1,0,266.38,1394.43,31.23,1.25,1,1,0.8729438,7
3695,92109.0,5,multi_family,7.0,1446.0,Northeast,UtilityA,1,1,627.34,1822.01,21.57,1.57,0,1,0.9112508,6
3696,83928.0,6,multi_family,64.0,1180.0,South,UtilityA,1,0,426.57,2227.99,14.34,1.17,1,1,0.93812984,5
3697,106107.0,6,single_family,61.0,1583.0,West,UtilityC,0,0,459.71,2657.47,19.85,0.84,1,1,0.9808544,2
3698,67676.0,5,single_family,48.0,1549.0,South,UtilityC,0,0,280.99,1841.0,20.93,2.18,0,0,0.26654294,10
3699,88902.0,2,multi_family,31.0,2722.0,West,UtilityA,0,0,391.78,2040.87,24.74,1.35,0,1,0.8668313,7
3700,79730.0,2,single_family,46.0,1179.0,South,UtilityA,1,0,572.77,683.86,16.66,0.71,1,1,0.948773,4
3701,41169.0,2,apartment,56.0,2245.0,South,UtilityA,1,0,268.72,2330.91,15.51,1.9,0,1,0.9034128,6
3702,88824.0,1,apartment,18.0,2633.0,Midwest,UtilityA,0,0,379.84,1006.21,23.05,1.4,1,1,0.8481188,8
3703,71771.0,4,apartment,31.0,2292.0,West,UtilityC,1,0,532.99,573.88,19.81,1.57,0,1,0.87187535,7
3704,77723.0,1,apartment,8.0,2062.0,Midwest,UtilityA,1,0,634.16,2200.24,19.75,1.65,0,1,0.86966735,7
3705,95914.0,3,single_family,27.0,1703.0,Northeast,UtilityC,0,0,467.17,1862.94,18.48,1.97,0,0,0.8048157,8
3706,123176.0,4,single_family,61.0,2909.0,Northeast,UtilityA,0,0,1049.87,964.18,20.38,1.69,0,1,0.9436727,4
3707,59537.0,4,multi_family,52.0,1653.0,South,UtilityB,0,0,522.28,2263.82,22.8,1.0,0,1,0.8518315,8
3708,74903.0,3,single_family,33.0,2369.0,South,UtilityB,1,0,694.5,954.13,12.39,1.08,0,0,0.18475947,10
3709,62048.0,2,multi_family,0.0,1705.0,South,UtilityA,1,0,574.36,1799.43,22.07,0.99,0,1,0.22014104,10
3710,60095.0,1,single_family,17.0,695.0,Northeast,UtilityB,1,0,431.05,2218.27,24.75,1.36,0,1,0.9695132,2
3711,67163.0,6,apartment,32.0,1638.0,South,UtilityB,1,1,200.48,2551.91,23.79,1.72,0,0,0.7894156,8
3712,79106.0,3,single_family,26.0,1706.0,Northeast,UtilityA,1,0,734.08,1489.03,30.43,1.24,0,0,0.53338265,9
3713,102576.0,4,multi_family,31.0,1714.0,West,UtilityA,1,1,730.41,2479.63,20.25,1.29,1,1,0.9811414,2
3714,94613.0,4,single_family,35.0,1404.0,Midwest,UtilityB,1,1,1032.21,1575.01,21.63,1.28,1,1,0.98032266,2
3715,53294.0,3,multi_family,19.0,2175.0,South,UtilityC,1,0,433.06,1153.32,27.09,1.33,0,1,0.9507633,4
3716,123825.0,5,apartment,30.0,2242.0,Midwest,UtilityC,1,0,1207.81,1311.72,22.22,1.84,0,1,0.9860232,1
3717,113332.0,3,single_family,27.0,1617.0,Midwest,UtilityA,1,0,712.22,1404.07,28.02,1.45,0,1,0.8944763,7
3718,57964.0,3,single_family,16.0,1611.0,South,UtilityB,1,0,853.86,407.02,25.27,2.01,0,1,0.851877,8
3719,121723.0,5,single_family,67.0,1170.0,West,UtilityB,1,0,290.18,2322.25,22.58,1.35,0,1,0.9357141,5
3720,94808.0,2,single_family,20.0,1953.0,South,UtilityC,1,0,544.54,2011.38,21.95,1.58,1,1,0.79259235,8
3721,80306.0,5,multi_family,0.0,2627.0,South,UtilityA,1,1,959.57,1319.22,21.06,1.49,0,0,0.23212558,10
3722,95742.0,4,multi_family,66.0,2627.0,Midwest,UtilityC,1,0,287.38,2077.72,21.86,1.68,1,1,0.9090124,6
3723,84227.0,1,single_family,13.0,1441.0,South,UtilityC,1,1,104.21,946.59,18.62,1.78,0,1,0.8836399,7
3724,101352.0,5,single_family,48.0,2995.0,South,UtilityB,1,1,417.13,2114.29,24.71,1.58,1,1,0.97779477,2
3725,90619.0,5,apartment,16.0,1583.0,West,UtilityA,1,0,1055.65,2278.06,29.66,2.65,0,1,0.9938706,1
3726,74877.0,2,multi_family,41.0,1190.0,South,UtilityA,1,1,892.55,874.92,14.75,2.18,0,1,0.94056344,4
3727,24225.0,6,single_family,29.0,983.0,South,UtilityA,1,1,519.11,2395.0,26.72,1.36,0,1,0.9412922,4
3728,100815.0,1,single_family,50.0,1154.0,West,UtilityC,0,0,383.04,1583.14,22.97,2.12,0,1,0.9512973,4
3729,73790.0,2,single_family,26.0,2000.0,Northeast,UtilityB,1,0,662.79,1586.84,26.18,2.07,0,1,0.78067267,9
3730,108338.0,6,multi_family,17.0,1646.0,South,UtilityC,1,0,893.67,878.36,19.65,1.06,0,1,0.88172406,7
3731,99450.0,6,multi_family,35.0,1421.0,South,UtilityA,1,0,712.14,2575.38,21.27,0.74,1,1,0.9497936,4
3732,74570.0,5,multi_family,22.0,1292.0,Northeast,UtilityC,1,0,952.1,2583.66,27.06,1.67,0,1,0.85035145,8
3733,115690.0,4,multi_family,0.0,1148.0,Northeast,UtilityC,1,0,954.41,3114.25,21.8,1.54,0,1,0.98767704,1
3734,91145.0,2,apartment,18.0,1266.0,South,UtilityA,1,0,636.11,2694.46,25.3,0.7,0,1,0.56313306,9
3735,89909.0,3,single_family,87.0,2409.0,Northeast,UtilityA,0,1,729.26,1854.85,19.65,1.64,0,1,0.979423,2
3736,80857.0,4,single_family,0.0,2882.0,West,UtilityB,1,0,574.15,1955.61,21.21,1.61,0,0,0.3483915,10
3737,135507.0,1,single_family,35.0,2919.0,Midwest,UtilityB,0,0,212.67,587.91,24.04,1.35,1,1,0.99475265,1
3738,63602.0,4,apartment,25.0,2212.0,Midwest,UtilityA,1,0,582.87,534.59,23.62,2.22,0,1,0.8033347,8
3739,75320.0,1,single_family,67.0,1505.0,South,UtilityB,1,1,290.76,1633.54,25.31,1.5,1,1,0.9212567,5
3740,47880.0,1,single_family,8.0,1399.0,Midwest,UtilityA,1,0,270.45,1610.16,20.64,1.43,0,1,0.9154569,6
3741,106802.0,2,multi_family,32.0,2254.0,Northeast,UtilityB,0,0,804.19,1129.5,22.0,1.59,0,1,0.8987553,6
3742,67536.0,2,single_family,44.0,1652.0,South,UtilityC,0,0,405.25,1661.11,25.88,1.04,0,1,0.9414948,4
3743,70899.0,1,single_family,26.0,2047.0,South,UtilityA,1,0,475.59,1220.22,27.77,1.22,0,1,0.9398088,4
3744,69492.0,6,multi_family,15.0,2958.0,South,UtilityA,1,1,329.64,2590.79,18.64,0.7,0,1,0.954371,3
3745,86882.0,5,apartment,30.0,1930.0,South,UtilityB,0,0,356.5,1782.11,26.75,1.74,0,1,0.8572581,8
3746,47477.0,4,single_family,24.0,3167.0,South,UtilityB,1,0,508.06,1284.75,18.93,1.96,0,1,0.9312116,5
3747,17703.0,3,single_family,24.0,1124.0,West,UtilityA,0,0,600.57,2589.21,22.83,1.7,0,1,0.7059201,9
3748,98731.0,2,apartment,49.0,2068.0,Midwest,UtilityA,1,1,494.3,941.4,23.13,1.67,0,1,0.8655871,7
3749,21593.0,6,multi_family,38.0,1988.0,West,UtilityB,0,1,654.71,3576.44,20.05,1.55,1,1,0.99123716,1
3750,110624.0,5,multi_family,41.0,1210.0,Northeast,UtilityC,0,0,748.76,3661.18,21.29,2.19,0,1,0.990815,1
3751,131756.0,5,single_family,37.0,2281.0,South,UtilityB,0,1,234.52,1884.51,14.92,1.53,0,1,0.9785316,2
3752,80073.0,3,single_family,49.0,2718.0,Midwest,UtilityA,1,0,672.31,1617.97,24.9,1.94,1,1,0.92934364,5
3753,123985.0,1,single_family,56.0,3122.0,South,UtilityA,1,1,582.45,787.06,20.89,1.9,0,1,0.98051834,2
3754,84272.0,4,single_family,24.0,2047.0,Northeast,UtilityA,1,1,577.35,1707.84,21.83,1.03,0,1,0.90553653,6
3755,132977.0,3,multi_family,46.0,660.0,Northeast,UtilityA,1,0,300.78,1557.44,19.71,1.85,0,1,0.967557,3
